VIN,YEAR,MAKE_NAME,MODEL_NAME,SERIES_NAME,ODOMETER,GRADE,MATURITY_DATE,RESIDUAL,GROUNDING_DATE,DEALER_NAME,DEALER_CODE,LOCATION,STATE,ZIPCODE,TERM_TYPE,TERM,CURRENT_ITERATION,BLACKBOOK_RETAIL_CLEAN_AMOUNT,BATCH_ID
VIN_XXXXXXXXXX132,2023,HYUNDAI,IONIQ 5,Limited,19096,A,10/15/2025,22650,1/25/2026,Dealer_Y,D025,"Indianapolis, IN",IN,46201,FT,13,2,35700,BATCH_002
VIN_XXXXXXXXXX133,2023,HYUNDAI,IONIQ 5,Limited,24130,B,2/1/2026,20350,11/8/2025,Dealer_F,D006,"Olympia, WA",WA,98501,FT,13,2,32600,BATCH_001
VIN_XXXXXXXXXX134,2022,HYUNDAI,IONIQ 5,SE,33541,C,2/2/2026,15850,10/12/2025,Dealer_L,D012,"Baton Rouge, LA",LA,70801,FT,13,3,28950,BATCH_002
VIN_XXXXXXXXXX135,2024,HYUNDAI,IONIQ 5,SEL,11286,A,1/22/2026,20650,11/8/2025,Dealer_I,D009,"Charleston, SC",SC,29401,ET,13,1,32800,BATCH_003
VIN_XXXXXXXXXX136,2024,HYUNDAI,IONIQ 5,SEL,8408,A,1/22/2026,23250,12/12/2025,Dealer_MM,D039,"Buffalo, NY",NY,14201,FT,13,1,36750,BATCH_003
VIN_XXXXXXXXXX137,2023,HYUNDAI,IONIQ 5,Limited,18243,A,2/2/2026,21050,12/28/2025,Dealer_AA,D027,"Nashville, TN",TN,37201,ET,13,2,32950,BATCH_001
VIN_XXXXXXXXXX138,2024,HYUNDAI,IONIQ 5,SEL,7085,A,1/15/2026,25950,11/25/2025,Dealer_VV,D048,"Lincoln, NE",NE,68508,ET,13,1,41250,BATCH_003
VIN_XXXXXXXXXX139,2023,HYUNDAI,IONIQ 5,Limited,15200,A,11/18/2025,20650,1/8/2026,Dealer_C,D003,"Albuquerque, NM",NM,87101,ET,13,2,32450,BATCH_001
VIN_XXXXXXXXXX140,2024,HYUNDAI,IONIQ 5,SEL,10090,A,1/30/2026,24250,12/30/2025,Dealer_PP,D042,"Milwaukee, WI",WI,53201,FT,13,1,38450,BATCH_003
VIN_XXXXXXXXXX141,2023,HYUNDAI,IONIQ 5,Limited,17416,B,1/28/2026,24450,10/8/2025,Dealer_PP,D042,"Milwaukee, WI",WI,53201,ET,13,2,37100,BATCH_003
VIN_XXXXXXXXXX142,2024,HYUNDAI,IONIQ 5,SEL,10978,A,10/18/2025,23800,12/22/2025,Dealer_T,D020,"Louisville, KY",KY,40201,ET,13,1,37550,BATCH_001
VIN_XXXXXXXXXX143,2022,HYUNDAI,IONIQ 5,SE,29956,B,12/20/2025,20600,10/28/2025,Dealer_NN,D040,"Little Rock, AR",AR,72201,ET,13,4,34500,BATCH_002
VIN_XXXXXXXXXX144,2023,HYUNDAI,IONIQ 5,Limited,30028,B,1/25/2026,20750,11/25/2025,Dealer_K,D011,"Des Moines, IA",IA,50309,ET,13,2,33200,BATCH_001
VIN_XXXXXXXXXX145,2024,HYUNDAI,IONIQ 5,SEL,10012,A,10/18/2025,26550,12/25/2025,Dealer_RR,D044,"Hartford, CT",CT,6103,ET,13,1,42050,BATCH_003
VIN_XXXXXXXXXX146,2023,HYUNDAI,IONIQ 5,Limited,29085,B,11/15/2025,19950,1/22/2026,Dealer_MM,D039,"Buffalo, NY",NY,14201,FT,13,2,31800,BATCH_001
VIN_XXXXXXXXXX147,2023,HYUNDAI,IONIQ 5,Limited,28435,B,1/12/2026,18700,1/25/2026,Dealer_WW,D049,"Carson City, NV",NV,89701,ET,13,2,29700,BATCH_001
VIN_XXXXXXXXXX148,2023,HYUNDAI,IONIQ 5,Limited,32104,B,1/5/2026,21750,10/8/2025,Dealer_N,D014,"Las Vegas, NV",NV,89101,FT,13,2,34900,BATCH_001
VIN_XXXXXXXXXX149,2024,HYUNDAI,IONIQ 5,SEL,9025,A,12/25/2025,23000,10/28/2025,Dealer_WW,D049,"Carson City, NV",NV,89701,ET,13,1,36600,BATCH_003
VIN_XXXXXXXXXX150,2023,HYUNDAI,IONIQ 5,Limited,24174,A,11/25/2025,22150,1/15/2026,Dealer_Q,D017,"Juneau, AK",AK,99801,ET,13,2,35250,BATCH_001
VIN_XXXXXXXXXX151,2022,HYUNDAI,IONIQ 5,SE,50937,C,11/18/2025,15850,2/2/2026,Dealer_Y,D025,"Indianapolis, IN",IN,46201,FT,13,3,28650,BATCH_002
VIN_XXXXXXXXXX152,2024,HYUNDAI,IONIQ 5,SEL,7536,A,10/28/2025,21200,12/18/2025,Dealer_Q,D017,"Juneau, AK",AK,99801,ET,13,1,33700,BATCH_003
VIN_XXXXXXXXXX153,2024,HYUNDAI,IONIQ 5,SEL,8950,A,12/28/2025,27450,10/15/2025,Dealer_X,D024,"Helena, MT",MT,59601,FT,13,1,43500,BATCH_003
VIN_XXXXXXXXXX154,2022,HYUNDAI,IONIQ 5,SE,31400,B,11/25/2025,15750,2/1/2026,Dealer_BB,D028,"Kansas City, MO",MO,64101,ET,13,4,26400,BATCH_002
VIN_XXXXXXXXXX155,2022,HYUNDAI,IONIQ 5,SE,36281,C,10/28/2025,16950,12/10/2025,Dealer_W,D023,"Atlanta, GA",GA,30303,ET,13,3,30750,BATCH_002
VIN_XXXXXXXXXX156,2024,HYUNDAI,IONIQ 5,SEL,14905,A,12/10/2025,26350,11/18/2025,Dealer_SS,D045,"Tampa, FL",FL,33601,FT,13,1,41350,BATCH_001
VIN_XXXXXXXXXX157,2022,HYUNDAI,IONIQ 5,SE,37300,C,12/8/2025,15600,10/28/2025,Dealer_GG,D033,"Los Angeles, CA",CA,90210,FT,13,3,28450,BATCH_002
VIN_XXXXXXXXXX158,2023,HYUNDAI,IONIQ 5,Limited,20914,A,11/12/2025,25300,2/1/2026,Dealer_HH,D034,"Houston, TX",TX,77001,ET,13,2,39750,BATCH_001
VIN_XXXXXXXXXX159,2022,HYUNDAI,IONIQ 5,SE,39844,B,12/18/2025,18700,10/30/2025,Dealer_U,D021,"Pierre, SD",SD,57501,FT,13,4,31600,BATCH_002
VIN_XXXXXXXXXX160,2022,HYUNDAI,IONIQ 5,SE,38025,B,12/5/2025,18700,10/12/2025,Dealer_II,D035,"Denver, CO",CO,80202,FT,13,4,31700,BATCH_002
VIN_XXXXXXXXXX161,2023,HYUNDAI,IONIQ 5,Limited,21666,A,11/22/2025,22650,2/1/2026,Dealer_Z,D026,"Cheyenne, WY",WY,82001,ET,13,2,35700,BATCH_001
VIN_XXXXXXXXXX162,2024,HYUNDAI,IONIQ 5,SEL,9769,A,10/25/2025,24850,12/8/2025,Dealer_T,D020,"Louisville, KY",KY,40201,ET,13,1,39400,BATCH_003
VIN_XXXXXXXXXX163,2022,HYUNDAI,IONIQ 5,SE,38716,C,10/12/2025,17050,1/10/2026,Dealer_II,D035,"Denver, CO",CO,80202,FT,13,4,31150,BATCH_003
VIN_XXXXXXXXXX164,2024,HYUNDAI,IONIQ 5,SEL,10073,A,10/30/2025,26650,11/20/2025,Dealer_S,D019,"Detroit, MI",MI,48201,FT,13,1,42150,BATCH_003
VIN_XXXXXXXXXX165,2023,HYUNDAI,IONIQ 5,Limited,19985,A,1/12/2026,21500,11/25/2025,Dealer_J,D010,"Philadelphia, PA",PA,19101,ET,13,2,33650,BATCH_001
VIN_XXXXXXXXXX166,2023,HYUNDAI,IONIQ 5,Limited,15959,A,11/18/2025,26500,1/12/2026,Dealer_JJ,D036,"San Diego, CA",CA,92101,ET,13,2,41550,BATCH_001
VIN_XXXXXXXXXX167,2024,HYUNDAI,IONIQ 5,SEL,9106,A,1/25/2026,23200,11/20/2025,Dealer_QQ,D043,"Bismarck, ND",ND,58501,ET,13,1,36950,BATCH_003
VIN_XXXXXXXXXX168,2022,HYUNDAI,IONIQ 5,SE,34279,B,1/28/2026,14800,10/30/2025,Dealer_I,D009,"Charleston, SC",SC,29401,FT,13,4,25700,BATCH_001
VIN_XXXXXXXXXX169,2023,HYUNDAI,IONIQ 5,Limited,25244,B,2/1/2026,17500,11/5/2025,Dealer_DD,D030,"San Antonio, TX",TX,78201,FT,13,2,27950,BATCH_001
VIN_XXXXXXXXXX170,2023,HYUNDAI,IONIQ 5,Limited,18720,A,11/18/2025,20350,1/15/2026,Dealer_R,D018,"Wilmington, DE",DE,19801,FT,13,2,32350,BATCH_001
VIN_XXXXXXXXXX171,2023,HYUNDAI,IONIQ 5,Limited,25324,B,11/8/2025,20550,1/30/2026,Dealer_II,D035,"Denver, CO",CO,80202,FT,13,2,32700,BATCH_001
VIN_XXXXXXXXXX172,2022,HYUNDAI,IONIQ 5,SE,38091,C,11/20/2025,14950,12/22/2025,Dealer_JJ,D036,"San Diego, CA",CA,92101,ET,13,4,26550,BATCH_002
VIN_XXXXXXXXXX173,2022,HYUNDAI,IONIQ 5,SE,34637,C,11/15/2025,15500,2/1/2026,Dealer_HH,D034,"Houston, TX",TX,77001,ET,13,3,28150,BATCH_002
VIN_XXXXXXXXXX174,2024,HYUNDAI,IONIQ 5,SEL,8511,A,1/18/2026,23500,11/28/2025,Dealer_RR,D044,"Hartford, CT",CT,6103,ET,13,1,37150,BATCH_003
VIN_XXXXXXXXXX175,2023,HYUNDAI,IONIQ 5,Limited,19541,A,2/1/2026,22100,11/18/2025,Dealer_N,D014,"Las Vegas, NV",NV,89101,FT,13,2,35200,BATCH_001
VIN_XXXXXXXXXX176,2024,HYUNDAI,IONIQ 5,SEL,12734,A,11/30/2025,26250,11/25/2025,Dealer_W,D023,"Atlanta, GA",GA,30303,FT,13,1,42000,BATCH_001
VIN_XXXXXXXXXX177,2024,HYUNDAI,IONIQ 5,SEL,11384,A,1/18/2026,26350,12/12/2025,Dealer_D,D004,"Charlotte, NC",NC,28201,FT,13,1,41700,BATCH_003
VIN_XXXXXXXXXX178,2022,HYUNDAI,IONIQ 5,SE,39631,C,11/30/2025,18500,12/30/2025,Dealer_U,D021,"Pierre, SD",SD,57501,FT,13,3,33150,BATCH_002
VIN_XXXXXXXXXX179,2022,HYUNDAI,IONIQ 5,SE,40574,C,10/28/2025,14250,12/12/2025,Dealer_Z,D026,"Cheyenne, WY",WY,82001,ET,13,3,26100,BATCH_002
VIN_XXXXXXXXXX180,2024,HYUNDAI,IONIQ 5,SEL,10219,A,1/18/2026,27500,12/15/2025,Dealer_P,D016,"Richmond, VA",VA,23218,FT,13,1,43650,BATCH_003
VIN_XXXXXXXXXX181,2024,HYUNDAI,IONIQ 5,SEL,7863,A,12/15/2025,23000,10/30/2025,Dealer_UU,D047,"Columbus, OH",OH,43201,ET,13,1,36900,BATCH_003
VIN_XXXXXXXXXX182,2022,HYUNDAI,IONIQ 5,SE,42873,C,10/18/2025,16100,11/28/2025,Dealer_L,D012,"Baton Rouge, LA",LA,70801,FT,13,3,29150,BATCH_002
VIN_XXXXXXXXXX183,2024,HYUNDAI,IONIQ 5,SEL,10463,A,10/12/2025,25750,11/18/2025,Dealer_N,D014,"Las Vegas, NV",NV,89101,FT,13,1,40750,BATCH_003
VIN_XXXXXXXXXX184,2024,HYUNDAI,IONIQ 5,SEL,15972,A,10/8/2025,23900,11/22/2025,Dealer_X,D024,"Helena, MT",MT,59601,ET,13,1,37600,BATCH_001
VIN_XXXXXXXXXX185,2022,HYUNDAI,IONIQ 5,SE,28210,B,11/25/2025,18100,2/1/2026,Dealer_XX,D050,"Salem, OR",OR,97301,ET,13,4,30250,BATCH_002
VIN_XXXXXXXXXX186,2023,HYUNDAI,IONIQ 5,Limited,19358,A,11/20/2025,22650,1/25/2026,Dealer_G,D007,"Phoenix, AZ",AZ,85001,ET,13,2,35400,BATCH_001
VIN_XXXXXXXXXX187,2024,HYUNDAI,IONIQ 5,SEL,7409,A,10/28/2025,24050,1/20/2026,Dealer_K,D011,"Des Moines, IA",IA,50309,FT,13,1,38200,BATCH_003
VIN_XXXXXXXXXX188,2024,HYUNDAI,IONIQ 5,SEL,12828,A,1/20/2026,24150,12/5/2025,Dealer_BB,D028,"Kansas City, MO",MO,64101,ET,13,1,38050,BATCH_003
VIN_XXXXXXXXXX189,2022,HYUNDAI,IONIQ 5,SE,34839,B,10/28/2025,20600,11/5/2025,Dealer_S,D019,"Detroit, MI",MI,48201,FT,13,4,34450,BATCH_002
VIN_XXXXXXXXXX190,2024,HYUNDAI,IONIQ 5,SEL,11501,A,12/28/2025,25850,10/12/2025,Dealer_MM,D039,"Buffalo, NY",NY,14201,FT,13,1,41000,BATCH_003
VIN_XXXXXXXXXX191,2022,HYUNDAI,IONIQ 5,SE,31681,B,12/10/2025,16050,10/30/2025,Dealer_FF,D032,"Birmingham, AL",AL,35203,ET,13,4,26850,BATCH_002
VIN_XXXXXXXXXX192,2024,HYUNDAI,IONIQ 5,SEL,9289,A,1/25/2026,26550,12/12/2025,Dealer_EE,D031,"Salt Lake City, UT",UT,84101,FT,13,1,42100,BATCH_003
VIN_XXXXXXXXXX193,2023,HYUNDAI,IONIQ 5,Limited,13119,A,12/15/2025,25250,10/22/2025,Dealer_E,D005,"Seattle, WA",WA,98101,FT,13,2,39750,BATCH_003
VIN_XXXXXXXXXX194,2022,HYUNDAI,IONIQ 5,SE,39678,C,10/20/2025,15700,12/10/2025,Dealer_O,D015,"Boston, MA",MA,2101,ET,13,3,28550,BATCH_002
VIN_XXXXXXXXXX195,2023,HYUNDAI,IONIQ 5,Limited,24777,B,2/2/2026,20650,12/12/2025,Dealer_TT,D046,"Providence, RI",RI,2901,ET,13,2,32900,BATCH_001
VIN_XXXXXXXXXX196,2024,HYUNDAI,IONIQ 5,SEL,7099,A,10/30/2025,27250,12/20/2025,Dealer_A,D001,"Portland, OR",OR,97201,ET,13,1,43400,BATCH_003
VIN_XXXXXXXXXX197,2022,HYUNDAI,IONIQ 5,SE,47053,C,11/30/2025,17050,2/1/2026,Dealer_VV,D048,"Lincoln, NE",NE,68508,ET,13,3,31050,BATCH_002
VIN_XXXXXXXXXX198,2024,HYUNDAI,IONIQ 5,SEL,11581,A,10/18/2025,26800,12/12/2025,Dealer_QQ,D043,"Bismarck, ND",ND,58501,ET,13,1,42400,BATCH_003
VIN_XXXXXXXXXX199,2022,HYUNDAI,IONIQ 5,SE,35693,C,1/8/2026,15100,2/1/2026,Dealer_C,D003,"Albuquerque, NM",NM,87101,ET,13,3,27350,BATCH_003
VIN_XXXXXXXXXX200,2022,HYUNDAI,IONIQ 5,SE,39146,C,11/10/2025,13400,2/1/2026,Dealer_RR,D044,"Hartford, CT",CT,6103,ET,13,4,24350,BATCH_002
VIN_XXXXXXXXXX201,2022,HYUNDAI,IONIQ 5,SE,42013,C,11/30/2025,13400,10/25/2025,Dealer_KK,D037,"Boise, ID",ID,83702,ET,13,4,24350,BATCH_001
VIN_XXXXXXXXXX202,2023,HYUNDAI,IONIQ 5,Limited,23847,B,1/30/2026,16650,11/8/2025,Dealer_D,D004,"Charlotte, NC",NC,28201,FT,13,2,26450,BATCH_001
VIN_XXXXXXXXXX203,2023,HYUNDAI,IONIQ 5,Limited,28569,B,2/1/2026,20700,12/15/2025,Dealer_JJ,D036,"San Diego, CA",CA,92101,ET,13,2,33200,BATCH_001
VIN_XXXXXXXXXX204,2023,HYUNDAI,IONIQ 5,Limited,26929,B,11/5/2025,20650,1/30/2026,Dealer_J,D010,"Philadelphia, PA",PA,19101,ET,13,2,32850,BATCH_001
VIN_XXXXXXXXXX205,2024,HYUNDAI,IONIQ 5,SEL,9945,A,1/18/2026,20300,11/10/2025,Dealer_O,D015,"Boston, MA",MA,2101,ET,13,1,32150,BATCH_003
VIN_XXXXXXXXXX206,2022,HYUNDAI,IONIQ 5,SE,44682,C,12/15/2025,13550,10/28/2025,Dealer_RR,D044,"Hartford, CT",CT,6103,ET,13,4,24650,BATCH_002
VIN_XXXXXXXXXX207,2022,HYUNDAI,IONIQ 5,SE,35157,B,10/30/2025,16150,11/15/2025,Dealer_Y,D025,"Indianapolis, IN",IN,46201,FT,13,4,27000,BATCH_002
VIN_XXXXXXXXXX208,2023,HYUNDAI,IONIQ 5,Limited,19573,A,11/10/2025,25200,1/18/2026,Dealer_FF,D032,"Birmingham, AL",AL,35203,ET,13,2,39550,BATCH_001
VIN_XXXXXXXXXX209,2024,HYUNDAI,IONIQ 5,SEL,10127,A,10/18/2025,25550,2/1/2026,Dealer_G,D007,"Phoenix, AZ",AZ,85001,ET,13,1,40400,BATCH_003
VIN_XXXXXXXXXX210,2024,HYUNDAI,IONIQ 5,SEL,11123,A,12/25/2025,22200,10/30/2025,Dealer_Y,D025,"Indianapolis, IN",IN,46201,FT,13,1,35200,BATCH_003
VIN_XXXXXXXXXX211,2024,HYUNDAI,IONIQ 5,SEL,7866,A,12/18/2025,24850,10/25/2025,Dealer_GG,D033,"Los Angeles, CA",CA,90210,FT,13,1,39400,BATCH_003
VIN_XXXXXXXXXX212,2024,HYUNDAI,IONIQ 5,SEL,8177,A,12/30/2025,27800,10/22/2025,Dealer_V,D022,"Minneapolis, MN",MN,55401,ET,13,1,44000,BATCH_003
VIN_XXXXXXXXXX213,2023,HYUNDAI,IONIQ 5,Limited,16344,A,1/12/2026,23600,12/25/2025,Dealer_H,D008,"Topeka, KS",KS,66603,FT,13,2,37150,BATCH_001
VIN_XXXXXXXXXX214,2024,HYUNDAI,IONIQ 5,SEL,10189,A,10/20/2025,21150,2/2/2026,Dealer_HH,D034,"Houston, TX",TX,77001,ET,13,1,33400,BATCH_003
VIN_XXXXXXXXXX215,2023,HYUNDAI,IONIQ 5,Limited,20731,A,1/15/2026,25250,11/25/2025,Dealer_O,D015,"Boston, MA",MA,2101,ET,13,2,39550,BATCH_001
VIN_XXXXXXXXXX216,2024,HYUNDAI,IONIQ 5,SEL,12591,A,12/28/2025,24150,10/15/2025,Dealer_P,D016,"Richmond, VA",VA,23218,FT,13,1,37950,BATCH_003
VIN_XXXXXXXXXX217,2023,HYUNDAI,IONIQ 5,Limited,20438,B,1/12/2026,18400,11/25/2025,Dealer_WW,D049,"Carson City, NV",NV,89701,ET,13,2,29400,BATCH_001
VIN_XXXXXXXXXX218,2023,HYUNDAI,IONIQ 5,Limited,21939,B,11/30/2025,18100,1/20/2026,Dealer_D,D004,"Charlotte, NC",NC,28201,FT,13,2,28850,BATCH_001
VIN_XXXXXXXXXX219,2024,HYUNDAI,IONIQ 5,SEL,9951,A,10/12/2025,21700,11/28/2025,Dealer_VV,D048,"Lincoln, NE",NE,68508,ET,13,1,34300,BATCH_003
VIN_XXXXXXXXXX220,2022,HYUNDAI,IONIQ 5,SE,29270,B,11/15/2025,16750,2/2/2026,Dealer_N,D014,"Las Vegas, NV",NV,89101,FT,13,4,27950,BATCH_002
VIN_XXXXXXXXXX221,2022,HYUNDAI,IONIQ 5,SE,44691,C,11/8/2025,14950,12/18/2025,Dealer_CC,D029,"Jackson, MS",MS,39201,FT,13,4,27000,BATCH_002
VIN_XXXXXXXXXX222,2024,HYUNDAI,IONIQ 5,SEL,7208,A,10/25/2025,23350,11/22/2025,Dealer_II,D035,"Denver, CO",CO,80202,FT,13,1,37300,BATCH_003
VIN_XXXXXXXXXX223,2023,HYUNDAI,IONIQ 5,Limited,24503,B,11/15/2025,17800,11/12/2025,Dealer_A,D001,"Portland, OR",OR,97201,FT,13,2,28400,BATCH_002
VIN_XXXXXXXXXX224,2023,HYUNDAI,IONIQ 5,Limited,16623,A,1/30/2026,20450,12/12/2025,Dealer_X,D024,"Helena, MT",MT,59601,FT,13,2,32050,BATCH_001
VIN_XXXXXXXXXX225,2024,HYUNDAI,IONIQ 5,SEL,8863,A,1/25/2026,28100,12/15/2025,Dealer_X,D024,"Helena, MT",MT,59601,FT,13,1,44350,BATCH_003
VIN_XXXXXXXXXX226,2023,HYUNDAI,IONIQ 5,Limited,20311,A,1/15/2026,20600,11/25/2025,Dealer_RR,D044,"Hartford, CT",CT,6103,ET,13,2,32450,BATCH_001
VIN_XXXXXXXXXX227,2022,HYUNDAI,IONIQ 5,SE,34769,B,12/20/2025,17200,10/28/2025,Dealer_UU,D047,"Columbus, OH",OH,43201,ET,13,4,29300,BATCH_002
VIN_XXXXXXXXXX228,2022,HYUNDAI,IONIQ 5,SE,42468,C,10/25/2025,14800,11/15/2025,Dealer_LL,D038,"Miami, FL",FL,33101,FT,13,3,27000,BATCH_002
VIN_XXXXXXXXXX229,2022,HYUNDAI,IONIQ 5,SE,38013,C,12/12/2025,15950,10/15/2025,Dealer_VV,D048,"Lincoln, NE",NE,68508,ET,13,3,29100,BATCH_002
VIN_XXXXXXXXXX230,2023,HYUNDAI,IONIQ 5,Limited,21064,A,1/18/2026,20900,11/15/2025,Dealer_V,D022,"Minneapolis, MN",MN,55401,ET,13,2,32600,BATCH_001
VIN_XXXXXXXXXX231,2022,HYUNDAI,IONIQ 5,SE,33020,B,11/8/2025,18300,12/28/2025,Dealer_M,D013,"Dallas, TX",TX,75201,FT,13,4,30600,BATCH_002
VIN_XXXXXXXXXX232,2023,HYUNDAI,IONIQ 5,Limited,15575,A,11/25/2025,24100,1/30/2026,Dealer_E,D005,"Seattle, WA",WA,98101,FT,13,2,37750,BATCH_001
VIN_XXXXXXXXXX233,2024,HYUNDAI,IONIQ 5,SEL,9918,A,12/25/2025,20650,10/25/2025,Dealer_T,D020,"Louisville, KY",KY,40201,ET,13,1,32650,BATCH_003
VIN_XXXXXXXXXX234,2022,HYUNDAI,IONIQ 5,SE,40276,C,12/12/2025,17050,1/5/2026,Dealer_TT,D046,"Providence, RI",RI,2901,ET,13,4,31300,BATCH_002
VIN_XXXXXXXXXX235,2023,HYUNDAI,IONIQ 5,Limited,20914,A,2/2/2026,21950,12/22/2025,Dealer_G,D007,"Phoenix, AZ",AZ,85001,ET,13,2,34750,BATCH_001
VIN_XXXXXXXXXX236,2023,HYUNDAI,IONIQ 5,Limited,14446,A,11/28/2025,20900,12/10/2025,Dealer_A,D001,"Portland, OR",OR,97201,ET,13,2,32750,BATCH_001
VIN_XXXXXXXXXX237,2022,HYUNDAI,IONIQ 5,SE,32140,B,11/15/2025,20000,2/2/2026,Dealer_R,D018,"Wilmington, DE",DE,19801,FT,13,4,33650,BATCH_002
VIN_XXXXXXXXXX238,2024,HYUNDAI,IONIQ 5,SEL,12052,A,10/15/2025,24650,12/28/2025,Dealer_G,D007,"Phoenix, AZ",AZ,85001,ET,13,1,38950,BATCH_003
VIN_XXXXXXXXXX239,2023,HYUNDAI,IONIQ 5,Limited,24295,A,11/25/2025,22050,1/12/2026,Dealer_AA,D027,"Nashville, TN",TN,37201,ET,13,2,34950,BATCH_001
VIN_XXXXXXXXXX240,2024,HYUNDAI,IONIQ 5,SEL,7755,A,1/18/2026,23550,12/20/2025,Dealer_E,D005,"Seattle, WA",WA,98101,FT,13,1,37400,BATCH_003
VIN_XXXXXXXXXX241,2022,HYUNDAI,IONIQ 5,SE,37285,B,12/10/2025,17550,10/15/2025,Dealer_KK,D037,"Boise, ID",ID,83702,FT,13,4,29550,BATCH_002
VIN_XXXXXXXXXX242,2023,HYUNDAI,IONIQ 5,Limited,23126,B,2/1/2026,18700,11/28/2025,Dealer_Y,D025,"Indianapolis, IN",IN,46201,FT,13,2,29900,BATCH_001
VIN_XXXXXXXXXX243,2024,HYUNDAI,IONIQ 5,SEL,14258,A,11/5/2025,23100,12/12/2025,Dealer_B,D002,"Sacramento, CA",CA,95814,FT,13,1,36950,BATCH_001
VIN_XXXXXXXXXX244,2023,HYUNDAI,IONIQ 5,Limited,24221,B,11/12/2025,19350,10/28/2025,Dealer_G,D007,"Phoenix, AZ",AZ,85001,ET,13,2,30850,BATCH_001
VIN_XXXXXXXXXX245,2022,HYUNDAI,IONIQ 5,SE,42255,C,1/22/2026,17800,12/8/2025,Dealer_UU,D047,"Columbus, OH",OH,43201,ET,13,3,33100,BATCH_003
VIN_XXXXXXXXXX246,2023,HYUNDAI,IONIQ 5,Limited,19915,B,1/22/2026,18750,11/15/2025,Dealer_HH,D034,"Houston, TX",TX,77001,ET,13,2,29950,BATCH_001
VIN_XXXXXXXXXX247,2024,HYUNDAI,IONIQ 5,SEL,12096,A,1/15/2026,26550,11/30/2025,Dealer_K,D011,"Des Moines, IA",IA,50309,ET,13,1,42200,BATCH_003
VIN_XXXXXXXXXX248,2022,HYUNDAI,IONIQ 5,SE,39647,C,12/10/2025,16450,12/8/2025,Dealer_H,D008,"Topeka, KS",KS,66603,ET,13,4,30050,BATCH_001
VIN_XXXXXXXXXX249,2024,HYUNDAI,IONIQ 5,SEL,9124,A,10/30/2025,25350,12/28/2025,Dealer_WW,D049,"Carson City, NV",NV,89701,ET,13,1,40150,BATCH_003
VIN_XXXXXXXXXX250,2024,HYUNDAI,IONIQ 5,SEL,10321,A,1/15/2026,20400,1/10/2026,Dealer_P,D016,"Richmond, VA",VA,23218,FT,13,1,32300,BATCH_003
VIN_XXXXXXXXXX251,2024,HYUNDAI,IONIQ 5,SEL,9053,A,10/12/2025,21800,11/28/2025,Dealer_GG,D033,"Los Angeles, CA",CA,90210,FT,13,1,34450,BATCH_003
VIN_XXXXXXXXXX252,2024,HYUNDAI,IONIQ 5,SE,8163,A,1/22/2026,21400,10/10/2025,Dealer_LL,D038,"Miami, FL",FL,33101,FT,13,3,34450,BATCH_001
VIN_XXXXXXXXXX253,2024,HYUNDAI,IONIQ 5,SEL,9381,A,12/2/2025,27200,11/10/2025,Dealer_L,D012,"Baton Rouge, LA",LA,70801,FT,13,1,43150,BATCH_001
VIN_XXXXXXXXXX254,2023,HYUNDAI,IONIQ 5,Limited,22347,A,1/15/2026,23300,12/30/2025,Dealer_PP,D042,"Milwaukee, WI",WI,53201,FT,13,2,36650,BATCH_001
VIN_XXXXXXXXXX255,2023,HYUNDAI,IONIQ 5,Limited,28225,B,2/2/2026,19650,12/25/2025,Dealer_JJ,D036,"San Diego, CA",CA,92101,ET,13,2,31300,BATCH_001
VIN_XXXXXXXXXX256,2024,HYUNDAI,IONIQ 5,SEL,6588,A,12/18/2025,23350,10/15/2025,Dealer_Z,D026,"Cheyenne, WY",WY,82001,FT,13,1,37150,BATCH_001
VIN_XXXXXXXXXX257,2022,HYUNDAI,IONIQ 5,SE,35616,C,10/12/2025,13550,11/22/2025,Dealer_M,D013,"Dallas, TX",TX,75201,FT,13,3,24700,BATCH_002
VIN_XXXXXXXXXX258,2022,HYUNDAI,IONIQ 5,SE,43526,C,11/15/2025,16750,1/30/2026,Dealer_AA,D027,"Nashville, TN",TN,37201,ET,13,3,30750,BATCH_002
VIN_XXXXXXXXXX259,2023,HYUNDAI,IONIQ 5,Limited,22611,A,2/1/2026,22550,12/12/2025,Dealer_PP,D042,"Milwaukee, WI",WI,53201,FT,13,2,35800,BATCH_001
VIN_XXXXXXXXXX260,2024,HYUNDAI,IONIQ 5,SEL,10963,A,12/30/2025,22550,10/18/2025,Dealer_A,D001,"Portland, OR",OR,97201,ET,13,1,35300,BATCH_003
VIN_XXXXXXXXXX261,2024,HYUNDAI,IONIQ 5,SEL,9970,A,1/15/2026,20450,12/15/2025,Dealer_HH,D034,"Houston, TX",TX,77001,ET,13,1,32400,BATCH_003
VIN_XXXXXXXXXX262,2022,HYUNDAI,IONIQ 5,SE,40362,C,11/30/2025,16000,2/1/2026,Dealer_Q,D017,"Juneau, AK",AK,99801,ET,13,3,29200,BATCH_002
VIN_XXXXXXXXXX263,2022,HYUNDAI,IONIQ 5,SE,32965,C,10/22/2025,18550,11/15/2025,Dealer_KK,D037,"Boise, ID",ID,83702,FT,13,3,33100,BATCH_002
VIN_XXXXXXXXXX264,2024,HYUNDAI,IONIQ 5,SEL,6764,A,12/25/2025,26600,10/22/2025,Dealer_Q,D017,"Juneau, AK",AK,99801,ET,13,1,42300,BATCH_003
