GROUNDING_DEALER_CODE,FAAS_DEALER_CODE,DISTANCE_MILES
D040,FD30,1347.8
D041,FD01,540.8
D041,FD02,1155.0
D041,FD03,1613.7
D041,FD04,777.0
D041,FD05,883.3
D041,FD06,10.2
D041,FD07,768.1
D041,FD08,1587.7
D041,FD09,682.6
D041,FD10,782.5
D041,FD11,678.1
D041,FD12,1510.6
D041,FD13,986.6
D041,FD14,459.7
D041,FD15,345.6
D041,FD16,1988.0
D041,FD17,708.1
D041,FD18,349.7
D041,FD19,1118.6
D041,FD20,1199.2
D041,FD21,846.5
D041,FD22,718.8
D041,FD23,1205.3
D041,FD24,607.8
D041,FD25,1089.5
D041,FD26,1922.4
D041,FD27,1308.5
D041,FD28,1512.1
D041,FD29,1293.1
D041,FD30,1529.8
D042,FD01,375.7
D042,FD02,1010.4
D042,FD03,1024.9
D042,FD04,996.9
D042,FD05,0.0
D042,FD06,879.2
D042,FD07,398.3
D042,FD08,984.6
D042,FD09,1047.0
D042,FD10,337.3
D042,FD11,563.2
D042,FD12,1744.7
D042,FD13,1863.4
D042,FD14,506.4
D042,FD15,736.6
D042,FD16,1992.6
D042,FD17,759.5
D042,FD18,569.6
D042,FD19,1789.5
D042,FD20,1170.8
D042,FD21,814.7
D042,FD22,1015.5
D042,FD23,1441.6
D042,FD24,829.8
D042,FD25,843.2
D042,FD26,2056.5
D042,FD27,1280.1
D042,FD28,1481.8
D042,FD29,867.7
D042,FD30,904.8
D043,FD01,675.1
D043,FD02,1752.6
D043,FD03,1765.9
D043,FD04,609.1
D043,FD05,765.7
D043,FD06,984.1
D043,FD07,1142.2
D043,FD08,1725.5
D043,FD09,715.3
D043,FD10,425.4
D043,FD11,1299.7
D043,FD12,1044.0
D043,FD13,1615.8
D043,FD14,608.2
D043,FD15,1220.6
D043,FD16,1232.4
D043,FD17,1499.2
D043,FD18,793.0
D043,FD19,1384.7
D043,FD20,1907.9
D043,FD21,1550.4
D043,FD22,1662.9
D043,FD23,971.8
D043,FD24,1473.5
D043,FD25,1585.4
D043,FD26,1296.1
D043,FD27,2016.9
D043,FD28,2219.2
D043,FD29,1609.6
D043,FD30,1646.1
D044,FD01,1208.4
D044,FD02,895.6
D044,FD03,235.0
D044,FD04,1833.3
D044,FD05,980.9
D044,FD06,1577.3
D044,FD07,867.9
D044,FD08,0.3
D044,FD09,1877.5
D044,FD10,1297.5
D044,FD11,1023.2
D044,FD12,2572.5
D044,FD13,2566.6
D044,FD14,1341.8
D044,FD15,1372.7
D044,FD16,2952.5
D044,FD17,1101.1
D044,FD18,1319.3
D044,FD19,2621.8
D044,FD20,1069.6
D044,FD21,1019.8
D044,FD22,1443.3
D044,FD23,2271.8
D044,FD24,1336.8
D044,FD25,783.5
D044,FD26,2994.2
D044,FD27,1265.7
D044,FD28,1414.8
D044,FD29,467.0
D044,FD30,111.6
D045,FD01,1363.4
D045,FD02,444.3
D045,FD03,1443.7
D045,FD04,1909.8
D045,FD05,1247.4
D045,FD06,1304.3
D045,FD07,855.3
D045,FD08,1264.1
D045,FD09,1873.4
D045,FD10,1592.2
D045,FD11,721.3
D045,FD12,2653.5
D045,FD13,2009.0
D045,FD14,1457.9
D045,FD15,980.1
D045,FD16,3130.8
D045,FD17,607.4
D045,FD18,1265.6
D045,FD19,2297.9
D045,FD20,197.6
D045,FD21,460.9
D045,FD22,624.0
D045,FD23,2348.4
D045,FD24,679.3
D045,FD25,590.7
D045,FD26,3065.6
D045,FD27,12.6
D045,FD28,285.4
D045,FD29,800.3
D045,FD30,1284.8
D046,FD01,1284.9
D046,FD02,957.2
D046,FD03,247.7
D046,FD04,1909.8
D046,FD05,1057.5
D046,FD06,1653.8
D046,FD07,944.5
D046,FD08,74.1
D046,FD09,1954.1
D046,FD10,1374.0
D046,FD11,1075.0
D046,FD12,2649.1
D046,FD13,2643.1
D046,FD14,1418.4
D046,FD15,1424.5
D046,FD16,3029.1
D046,FD17,1152.9
D046,FD18,1395.8
D046,FD19,2698.4
D046,FD20,1131.3
D046,FD21,1071.6
D046,FD22,1495.1
D046,FD23,2348.4
D046,FD24,1388.6
D046,FD25,835.3
D046,FD26,3070.8
D046,FD27,1327.4
D046,FD28,1476.5
D046,FD29,528.6
D046,FD30,163.3
D047,FD01,657.1
D047,FD02,638.2
D047,FD03,690.7
D047,FD04,1282.5
D047,FD05,448.1
D047,FD06,916.8
D047,FD07,203.4
D047,FD08,664.2
D047,FD09,1265.6
D047,FD10,768.5
D047,FD11,383.2
D047,FD12,2029.1
D047,FD13,1903.6
D047,FD14,792.3
D047,FD15,732.1
D047,FD16,2416.2
D047,FD17,574.0
D047,FD18,661.2
D047,FD19,2010.6
D047,FD20,819.4
D047,FD21,572.0
D047,FD22,915.4
D047,FD23,1725.8
D047,FD24,805.7
D047,FD25,421.2
D047,FD26,2441.5
D047,FD27,1035.8
D047,FD28,1158.9
D047,FD29,476.5
D047,FD30,606.5
D048,FD01,188.4
D048,FD02,1304.8
D048,FD03,1439.8
D048,FD04,439.2
D048,FD05,564.7
D048,FD06,438.5
D048,FD07,711.5
D048,FD08,1400.3
D048,FD09,487.7
D048,FD10,425.2
D048,FD11,746.4
D048,FD12,1185.4
D048,FD13,1257.1
D048,FD14,61.0
D048,FD15,625.5
D048,FD16,1663.0
D048,FD17,889.3
D048,FD18,196.7
D048,FD19,1230.4
D048,FD20,1352.9
D048,FD21,995.2
D048,FD22,1067.6
D048,FD23,881.8
D048,FD24,878.0
D048,FD25,1155.9
D048,FD26,1597.9
D048,FD27,1462.0
D048,FD28,1664.6
D048,FD29,1269.2
D048,FD30,1321.4
D049,FD01,1598.1
D049,FD02,2718.4
D049,FD03,2847.2
D049,FD04,976.8
D049,FD05,1973.9
D049,FD06,1543.6
D049,FD07,2124.3
D049,FD08,2807.9
D049,FD09,1062.2
D049,FD10,1762.4
D049,FD11,2159.9
D049,FD12,439.4
D049,FD13,857.7
D049,FD14,1466.7
D049,FD15,1879.0
D049,FD16,790.4
D049,FD17,2242.1
D049,FD18,1606.7
D049,FD19,418.7
D049,FD20,2636.2
D049,FD21,2406.4
D049,FD22,2152.6
D049,FD23,530.3
D049,FD24,2041.5
D049,FD25,2569.4
D049,FD26,607.0
D049,FD27,2744.9
D049,FD28,2949.1
D049,FD29,2681.8
D049,FD30,2728.8
D050,FD01,1835.5
D050,FD02,2953.0
D050,FD03,3082.1
D050,FD04,1209.2
D050,FD05,2107.6
D050,FD06,1974.5
D050,FD07,2359.4
D050,FD08,3043.1
D050,FD09,1298.3
D050,FD10,1766.1
D050,FD11,2394.4
D050,FD12,471.8
D050,FD13,1400.5
D050,FD14,1700.8
D050,FD15,2261.8
D050,FD16,228.1
D050,FD17,2625.7
D050,FD18,1843.2
D050,FD19,944.4
D050,FD20,3000.0
D050,FD21,2642.5
D050,FD22,2678.7
D050,FD23,809.6
D050,FD24,2509.7
D050,FD25,2803.6
D050,FD26,47.7
D050,FD27,3108.6
D050,FD28,3311.9
D050,FD29,2916.8
D050,FD30,2963.5
